trip_id,start_time,end_time,start_station,end_station,user_type,distance_km,bike_type,temperature_c,rain_mm,trip_duration_min,day,day_type,month
2965,2024-05-31 20:00:00,2024-05-31 20:02:06,Carlton,Docklands,Subscriber,0.58,Standard,6.9,4.1,2.1,Friday,Weekday,5
2966,2024-08-06 09:00:00,2024-08-06 09:25:36,CBD Central,Carlton,Subscriber,4.57,Standard,13.5,4.5,25.6,Tuesday,Weekday,8
2967,2024-09-24 12:00:00,2024-09-24 12:07:42,Southbank,CBD Central,Subscriber,2.9,Electric,29.8,1.1,7.7,Tuesday,Weekday,9
2968,2024-11-10 21:00:00,2024-11-10 21:16:30,Fitzroy,Fitzroy,Casual,5.91,Electric,18.4,2.5,16.5,Sunday,Weekend,11
2969,2024-04-20 05:00:00,2024-04-20 05:13:48,Richmond,Carlton,Subscriber,2.61,Standard,10.9,2.2,13.8,Saturday,Weekend,4
2970,2024-10-01 13:00:00,2024-10-01 13:11:36,Fitzroy,St Kilda,Casual,2.96,Standard,18.4,0.7,11.6,Tuesday,Weekday,10
2971,2024-09-21 17:00:00,2024-09-21 17:02:06,Southbank,Docklands,Casual,0.81,Standard,22.5,2.5,2.1,Saturday,Weekend,9
2972,2024-03-21 12:00:00,2024-03-21 12:06:12,Carlton,Docklands,Casual,1.39,Standard,18.6,2.8,6.2,Thursday,Weekday,3
2973,2024-03-14 05:00:00,2024-03-14 05:11:36,Carlton,Docklands,Subscriber,3.7,Standard,17.3,3.3,11.6,Thursday,Weekday,3
2974,2024-07-30 21:00:00,2024-07-30 21:20:42,Docklands,Carlton,Subscriber,5.98,Electric,14.5,2.5,20.7,Tuesday,Weekday,7
2975,2024-08-22 21:00:00,2024-08-22 21:29:30,Richmond,Docklands,Subscriber,10.96,Electric,10.4,4.6,29.5,Thursday,Weekday,8
2976,2024-02-16 12:00:00,2024-02-16 12:18:24,Richmond,St Kilda,Subscriber,3.24,Electric,6.8,0.4,18.4,Friday,Weekday,2
2977,2024-01-21 12:00:00,2024-01-21 12:07:36,Richmond,Carlton,Casual,2.83,Electric,13.0,2.0,7.6,Sunday,Weekend,1
2978,2024-11-24 16:00:00,2024-11-24 16:24:12,CBD Central,Docklands,Subscriber,4.85,Standard,25.9,0.6,24.2,Sunday,Weekend,11
2979,2024-09-26 18:00:00,2024-09-26 18:38:12,Carlton,CBD Central,Casual,6.51,Electric,15.5,1.8,38.2,Thursday,Weekday,9
2980,2024-07-25 14:00:00,2024-07-25 14:07:24,Southbank,CBD Central,Subscriber,2.34,Electric,17.0,5.0,7.4,Thursday,Weekday,7
2981,2024-04-24 07:00:00,2024-04-24 07:15:42,Carlton,Southbank,Casual,3.64,Electric,8.9,2.5,15.7,Wednesday,Weekday,4
2982,2024-11-23 18:00:00,2024-11-23 18:09:12,Fitzroy,Docklands,Subscriber,3.17,Electric,18.0,0.7,9.2,Saturday,Weekend,11
2983,2024-10-25 08:00:00,2024-10-25 08:03:36,CBD Central,Docklands,Casual,1.01,Standard,15.6,2.9,3.6,Friday,Weekday,10
2984,2024-08-15 03:00:00,2024-08-15 03:08:36,Richmond,Carlton,Casual,2.72,Electric,16.0,2.7,8.6,Thursday,Weekday,8
2985,2024-08-07 02:00:00,2024-08-07 02:02:42,St Kilda,Carlton,Subscriber,0.91,Electric,14.4,4.4,2.7,Wednesday,Weekday,8
2986,2024-12-22 04:00:00,2024-12-22 04:05:12,Docklands,Richmond,Subscriber,2.09,Standard,14.5,3.2,5.2,Sunday,Weekend,12
2987,2024-10-26 10:00:00,2024-10-26 10:02:30,CBD Central,Docklands,Casual,0.93,Standard,16.5,1.5,2.5,Saturday,Weekend,10
2988,2024-09-11 06:00:00,2024-09-11 06:01:06,Fitzroy,Southbank,Subscriber,0.32,Standard,17.8,1.5,1.1,Wednesday,Weekday,9
2989,2024-01-26 19:00:00,2024-01-26 19:12:12,Richmond,Docklands,Subscriber,3.38,Electric,4.4,4.2,12.2,Friday,Weekday,1
2990,2024-02-06 18:00:00,2024-02-06 18:07:12,Fitzroy,St Kilda,Subscriber,2.39,Standard,7.9,1.3,7.2,Tuesday,Weekday,2
2991,2024-05-31 18:00:00,2024-05-31 18:02:30,Fitzroy,Carlton,Casual,0.88,Standard,14.8,0.3,2.5,Friday,Weekday,5
2992,2024-02-24 00:00:00,2024-02-24 00:01:18,Richmond,Docklands,Casual,0.27,Electric,23.5,2.5,1.3,Saturday,Weekend,2
2993,2024-12-17 12:00:00,2024-12-17 12:09:12,Fitzroy,Carlton,Casual,1.61,Standard,9.5,0.8,9.2,Tuesday,Weekday,12
2994,2024-04-30 15:00:00,2024-04-30 15:24:30,Southbank,Docklands,Casual,6.87,Standard,21.5,2.3,24.5,Tuesday,Weekday,4
2995,2024-10-01 17:00:00,2024-10-01 17:08:54,Docklands,Fitzroy,Casual,1.7,Electric,27.9,0.7,8.9,Tuesday,Weekday,10
2996,2024-02-08 17:00:00,2024-02-08 17:00:24,St Kilda,Carlton,Subscriber,0.1,Electric,16.4,3.5,0.4,Thursday,Weekday,2
2997,2024-08-11 14:00:00,2024-08-11 14:16:42,Fitzroy,Southbank,Subscriber,5.23,Standard,15.3,4.7,16.7,Sunday,Weekend,8
2998,2024-12-28 23:00:00,2024-12-28 23:07:12,Fitzroy,Fitzroy,Subscriber,1.47,Standard,21.2,2.8,7.2,Saturday,Weekend,12
2999,2024-05-13 20:00:00,2024-05-13 20:08:42,Carlton,St Kilda,Casual,1.52,Electric,18.7,0.5,8.7,Monday,Weekday,5
3000,2024-04-10 09:00:00,2024-04-10 09:02:48,Docklands,Docklands,Casual,0.85,Electric,14.3,1.8,2.8,Wednesday,Weekday,4
3001,2024-12-07 15:00:00,2024-12-07 15:02:54,CBD Central,Richmond,Subscriber,0.83,Electric,19.6,4.5,2.9,Saturday,Weekend,12
3002,2024-05-22 15:00:00,2024-05-22 15:09:18,Docklands,St Kilda,Casual,2.27,Standard,13.9,0.2,9.3,Wednesday,Weekday,5
3003,2024-10-17 16:00:00,2024-10-17 16:06:48,Docklands,Carlton,Subscriber,1.94,Electric,26.3,2.0,6.8,Thursday,Weekday,10
3004,2024-11-12 10:00:00,2024-11-12 10:14:12,Richmond,Fitzroy,Casual,4.8,Electric,16.7,0.7,14.2,Tuesday,Weekday,11
3005,2024-08-02 22:00:00,2024-08-02 22:09:48,Richmond,St Kilda,Subscriber,1.91,Electric,20.5,1.3,9.8,Friday,Weekday,8
3006,2024-06-01 19:00:00,2024-06-01 19:26:18,Richmond,Southbank,Subscriber,6.06,Electric,28.0,1.8,26.3,Saturday,Weekend,6
3007,2024-09-05 21:00:00,2024-09-05 21:11:30,St Kilda,Richmond,Subscriber,4.19,Electric,16.9,0.9,11.5,Thursday,Weekday,9
3008,2024-09-16 20:00:00,2024-09-16 20:27:00,Docklands,Carlton,Casual,9.04,Standard,13.5,4.8,27.0,Monday,Weekday,9
3009,2024-12-10 21:00:00,2024-12-10 21:12:54,St Kilda,Fitzroy,Subscriber,3.0,Standard,14.6,3.9,12.9,Tuesday,Weekday,12
3010,2024-04-12 20:00:00,2024-04-12 20:39:54,Fitzroy,St Kilda,Subscriber,10.63,Electric,18.0,0.9,39.9,Friday,Weekday,4
3011,2024-09-16 01:00:00,2024-09-16 01:06:54,Richmond,Fitzroy,Casual,1.35,Standard,17.1,1.0,6.9,Monday,Weekday,9
3012,2024-05-30 19:00:00,2024-05-30 19:07:00,Fitzroy,Fitzroy,Casual,1.6,Electric,16.9,3.1,7.0,Thursday,Weekday,5
3013,2024-03-09 04:00:00,2024-03-09 04:10:00,Richmond,St Kilda,Casual,3.78,Standard,20.1,1.6,10.0,Saturday,Weekend,3
3014,2024-12-05 19:00:00,2024-12-05 19:08:18,Southbank,CBD Central,Subscriber,2.3,Electric,18.7,1.5,8.3,Thursday,Weekday,12
3015,2024-05-29 07:00:00,2024-05-29 07:24:42,St Kilda,Docklands,Casual,8.08,Standard,15.2,0.1,24.7,Wednesday,Weekday,5
3016,2024-06-16 01:00:00,2024-06-16 01:18:12,St Kilda,Carlton,Subscriber,3.76,Electric,18.1,2.7,18.2,Sunday,Weekend,6
3017,2024-05-18 14:00:00,2024-05-18 14:20:18,CBD Central,Carlton,Casual,4.31,Electric,13.9,0.2,20.3,Saturday,Weekend,5
3018,2024-12-05 12:00:00,2024-12-05 12:14:42,Carlton,Richmond,Casual,5.89,Standard,15.1,0.2,14.7,Thursday,Weekday,12
3019,2024-04-02 09:00:00,2024-04-02 09:11:30,Docklands,Richmond,Subscriber,4.32,Standard,4.0,2.1,11.5,Tuesday,Weekday,4
3020,2024-07-25 23:00:00,2024-07-25 23:14:18,CBD Central,Richmond,Subscriber,5.21,Electric,13.0,1.8,14.3,Thursday,Weekday,7
3021,2024-04-08 17:00:00,2024-04-08 17:04:48,St Kilda,Carlton,Casual,1.2,Standard,22.9,1.6,4.8,Monday,Weekday,4
3022,2024-05-31 14:00:00,2024-05-31 14:17:00,CBD Central,Fitzroy,Subscriber,5.23,Standard,21.8,2.1,17.0,Friday,Weekday,5
3023,2024-08-26 10:00:00,2024-08-26 10:20:36,Southbank,Richmond,Casual,5.97,Standard,22.4,2.0,20.6,Monday,Weekday,8
3024,2024-07-04 04:00:00,2024-07-04 04:09:36,Carlton,St Kilda,Subscriber,3.91,Electric,20.6,2.5,9.6,Thursday,Weekday,7
3025,2024-11-13 10:00:00,2024-11-13 10:31:24,St Kilda,Docklands,Subscriber,7.12,Standard,15.1,3.5,31.4,Wednesday,Weekday,11
3026,2024-06-13 11:00:00,2024-06-13 11:12:18,St Kilda,Southbank,Subscriber,4.97,Electric,10.4,0.4,12.3,Thursday,Weekday,6
3027,2024-03-10 20:00:00,2024-03-10 20:12:54,Docklands,Carlton,Casual,4.42,Electric,16.1,1.8,12.9,Sunday,Weekend,3
3028,2024-02-19 20:00:00,2024-02-19 20:15:48,Richmond,St Kilda,Subscriber,4.26,Electric,-0.6,0.3,15.8,Monday,Weekday,2
3029,2024-04-26 03:00:00,2024-04-26 03:12:12,Carlton,Docklands,Casual,2.85,Standard,24.9,2.1,12.2,Friday,Weekday,4
3030,2024-11-05 16:00:00,2024-11-05 16:21:00,Southbank,Docklands,Subscriber,7.48,Electric,19.2,0.9,21.0,Tuesday,Weekday,11
3031,2024-11-26 07:00:00,2024-11-26 07:03:30,Fitzroy,CBD Central,Casual,1.3,Electric,23.1,5.2,3.5,Tuesday,Weekday,11
3032,2024-05-18 06:00:00,2024-05-18 06:12:12,CBD Central,St Kilda,Subscriber,3.13,Electric,14.9,0.1,12.2,Saturday,Weekend,5
3033,2024-10-05 17:00:00,2024-10-05 17:19:18,Docklands,Carlton,Subscriber,4.05,Electric,8.4,3.3,19.3,Saturday,Weekend,10
3034,2024-03-31 16:00:00,2024-03-31 16:13:42,St Kilda,Richmond,Casual,3.97,Standard,19.1,0.7,13.7,Sunday,Weekend,3
3035,2024-06-04 23:00:00,2024-06-04 23:06:06,Fitzroy,Fitzroy,Subscriber,1.73,Electric,19.0,0.7,6.1,Tuesday,Weekday,6
3036,2024-07-03 06:00:00,2024-07-03 06:04:24,Southbank,Richmond,Subscriber,1.53,Electric,17.2,0.0,4.4,Wednesday,Weekday,7
3037,2024-06-08 08:00:00,2024-06-08 08:01:54,Carlton,Docklands,Casual,0.77,Electric,19.7,0.3,1.9,Saturday,Weekend,6
3038,2024-04-12 03:00:00,2024-04-12 03:01:18,CBD Central,Docklands,Subscriber,0.38,Standard,15.1,2.3,1.3,Friday,Weekday,4
3039,2024-01-27 04:00:00,2024-01-27 04:06:06,Docklands,Southbank,Subscriber,2.15,Electric,19.2,2.4,6.1,Saturday,Weekend,1
3040,2024-11-20 02:00:00,2024-11-20 02:11:06,St Kilda,Richmond,Subscriber,2.83,Standard,20.8,2.3,11.1,Wednesday,Weekday,11
3041,2024-06-03 00:00:00,2024-06-03 00:05:54,St Kilda,CBD Central,Subscriber,1.86,Standard,28.1,0.2,5.9,Monday,Weekday,6
3042,2024-06-02 02:00:00,2024-06-02 02:20:06,Fitzroy,Docklands,Subscriber,3.93,Electric,22.6,1.8,20.1,Sunday,Weekend,6
3043,2024-06-12 17:00:00,2024-06-12 17:14:54,Fitzroy,Docklands,Subscriber,5.51,Electric,10.6,0.2,14.9,Wednesday,Weekday,6
3044,2024-04-25 05:00:00,2024-04-25 05:19:12,CBD Central,Fitzroy,Casual,4.86,Electric,15.7,4.4,19.2,Thursday,Weekday,4
3045,2024-07-01 01:00:00,2024-07-01 01:32:00,Carlton,Fitzroy,Subscriber,5.98,Electric,12.9,0.4,32.0,Monday,Weekday,7
3046,2024-12-12 03:00:00,2024-12-12 03:07:06,Southbank,Southbank,Casual,2.95,Standard,26.2,0.6,7.1,Thursday,Weekday,12
3047,2024-07-25 12:00:00,2024-07-25 12:02:54,Richmond,St Kilda,Subscriber,1.13,Electric,15.1,1.6,2.9,Thursday,Weekday,7
3048,2024-01-29 20:00:00,2024-01-29 20:01:42,Carlton,Southbank,Subscriber,0.36,Standard,16.4,0.5,1.7,Monday,Weekday,1
3049,2024-05-11 18:00:00,2024-05-11 18:36:30,Carlton,Southbank,Subscriber,9.4,Electric,17.3,2.8,36.5,Saturday,Weekend,5
3050,2024-02-16 01:00:00,2024-02-16 01:02:42,Carlton,Fitzroy,Casual,1.09,Standard,20.4,3.7,2.7,Friday,Weekday,2
3051,2024-05-05 08:00:00,2024-05-05 08:21:24,Richmond,Richmond,Subscriber,7.81,Standard,10.9,0.3,21.4,Sunday,Weekend,5
3052,2024-03-31 01:00:00,2024-03-31 01:04:42,CBD Central,Richmond,Casual,1.83,Electric,17.9,0.1,4.7,Sunday,Weekend,3
3053,2024-12-13 17:00:00,2024-12-13 17:08:18,Richmond,Richmond,Subscriber,2.54,Standard,23.6,3.9,8.3,Friday,Weekday,12
3054,2024-06-03 03:00:00,2024-06-03 03:11:18,CBD Central,St Kilda,Casual,2.57,Electric,16.0,1.8,11.3,Monday,Weekday,6
3055,2024-06-06 18:00:00,2024-06-06 18:25:30,Richmond,Fitzroy,Subscriber,5.7,Standard,29.0,1.1,25.5,Thursday,Weekday,6
3056,2024-06-24 00:00:00,2024-06-24 00:02:48,Southbank,CBD Central,Subscriber,0.82,Standard,12.7,0.0,2.8,Monday,Weekday,6
3057,2024-03-20 17:00:00,2024-03-20 17:32:18,Carlton,Carlton,Subscriber,12.84,Electric,15.0,0.8,32.3,Wednesday,Weekday,3
3058,2024-08-18 00:00:00,2024-08-18 00:03:48,CBD Central,Carlton,Subscriber,1.24,Electric,22.6,1.2,3.8,Sunday,Weekend,8
3059,2024-03-14 20:00:00,2024-03-14 20:27:12,Richmond,CBD Central,Subscriber,4.77,Electric,18.2,2.8,27.2,Thursday,Weekday,3
3060,2024-04-25 20:00:00,2024-04-25 20:05:30,Southbank,Richmond,Subscriber,1.69,Electric,16.6,1.5,5.5,Thursday,Weekday,4
3061,2024-11-05 07:00:00,2024-11-05 07:09:12,Richmond,Carlton,Casual,2.93,Electric,11.3,0.3,9.2,Tuesday,Weekday,11
3062,2024-04-29 15:00:00,2024-04-29 15:04:30,St Kilda,St Kilda,Subscriber,1.4,Electric,14.5,0.5,4.5,Monday,Weekday,4
3063,2024-01-28 12:00:00,2024-01-28 12:05:00,Southbank,Fitzroy,Subscriber,1.71,Electric,29.0,0.7,5.0,Sunday,Weekend,1
3064,2024-09-17 02:00:00,2024-09-17 02:30:00,Carlton,Carlton,Subscriber,7.21,Electric,19.9,1.2,30.0,Tuesday,Weekday,9
3065,2024-02-17 04:00:00,2024-02-17 04:29:48,Docklands,St Kilda,Subscriber,6.04,Electric,21.5,6.0,29.8,Saturday,Weekend,2
3066,2024-01-30 03:00:00,2024-01-30 03:03:00,Carlton,Fitzroy,Subscriber,1.05,Electric,14.3,6.5,3.0,Tuesday,Weekday,1
3067,2024-11-07 06:00:00,2024-11-07 06:10:36,Docklands,St Kilda,Subscriber,2.28,Electric,19.2,2.2,10.6,Thursday,Weekday,11
3068,2024-09-19 09:00:00,2024-09-19 09:21:12,Southbank,CBD Central,Casual,4.14,Standard,16.3,1.8,21.2,Thursday,Weekday,9
3069,2024-11-21 12:00:00,2024-11-21 12:09:42,St Kilda,Southbank,Subscriber,2.49,Standard,10.5,3.4,9.7,Thursday,Weekday,11
3070,2024-07-08 21:00:00,2024-07-08 21:06:54,St Kilda,CBD Central,Subscriber,2.57,Standard,13.6,2.8,6.9,Monday,Weekday,7
3071,2024-03-31 19:00:00,2024-03-31 19:23:30,CBD Central,Carlton,Subscriber,4.4,Standard,14.9,6.9,23.5,Sunday,Weekend,3
3072,2024-12-10 19:00:00,2024-12-10 19:15:12,St Kilda,Fitzroy,Subscriber,3.27,Standard,30.6,1.6,15.2,Tuesday,Weekday,12
3073,2024-02-29 06:00:00,2024-02-29 06:11:30,Fitzroy,St Kilda,Subscriber,3.27,Electric,29.2,0.6,11.5,Thursday,Weekday,2
3074,2024-05-12 12:00:00,2024-05-12 12:05:42,Southbank,Carlton,Subscriber,1.36,Standard,8.0,0.5,5.7,Sunday,Weekend,5
3075,2024-06-28 20:00:00,2024-06-28 20:07:48,CBD Central,Carlton,Subscriber,2.72,Electric,13.0,3.1,7.8,Friday,Weekday,6
3076,2024-10-06 00:00:00,2024-10-06 00:10:18,St Kilda,Southbank,Subscriber,3.44,Electric,16.9,1.1,10.3,Sunday,Weekend,10
3077,2024-01-26 14:00:00,2024-01-26 14:08:54,Southbank,Richmond,Casual,3.37,Standard,18.2,1.0,8.9,Friday,Weekday,1
3078,2024-07-09 10:00:00,2024-07-09 10:29:12,Carlton,Carlton,Subscriber,6.36,Standard,17.2,0.5,29.2,Tuesday,Weekday,7
3079,2024-01-12 06:00:00,2024-01-12 06:10:12,St Kilda,Southbank,Subscriber,3.37,Standard,29.1,5.9,10.2,Friday,Weekday,1
3080,2024-04-12 20:00:00,2024-04-12 20:18:06,Richmond,Fitzroy,Subscriber,6.52,Electric,15.2,0.7,18.1,Friday,Weekday,4
3081,2024-05-30 07:00:00,2024-05-30 07:26:00,Docklands,Fitzroy,Subscriber,4.74,Electric,28.9,2.9,26.0,Thursday,Weekday,5
3082,2024-05-08 03:00:00,2024-05-08 03:04:48,Southbank,St Kilda,Casual,0.84,Electric,23.8,2.4,4.8,Wednesday,Weekday,5
3083,2024-01-13 01:00:00,2024-01-13 01:08:18,CBD Central,Richmond,Subscriber,2.54,Standard,17.6,2.9,8.3,Saturday,Weekend,1
3084,2024-12-04 08:00:00,2024-12-04 08:32:36,Carlton,Southbank,Subscriber,10.21,Electric,14.1,5.9,32.6,Wednesday,Weekday,12
3085,2024-10-02 14:00:00,2024-10-02 14:20:18,Fitzroy,CBD Central,Casual,5.38,Electric,14.0,2.2,20.3,Wednesday,Weekday,10
3086,2024-05-15 12:00:00,2024-05-15 12:21:30,Carlton,Fitzroy,Subscriber,3.77,Standard,29.7,0.3,21.5,Wednesday,Weekday,5
3087,2024-11-04 23:00:00,2024-11-04 23:17:24,St Kilda,Richmond,Casual,4.65,Electric,22.3,0.5,17.4,Monday,Weekday,11
3088,2024-10-09 03:00:00,2024-10-09 03:02:42,Docklands,St Kilda,Casual,0.87,Electric,19.8,0.0,2.7,Wednesday,Weekday,10
3089,2024-01-12 14:00:00,2024-01-12 14:03:18,Carlton,CBD Central,Subscriber,1.12,Standard,4.8,1.0,3.3,Friday,Weekday,1
3090,2024-01-25 04:00:00,2024-01-25 04:03:18,Fitzroy,Fitzroy,Subscriber,0.95,Electric,15.0,0.0,3.3,Thursday,Weekday,1
3091,2024-07-25 14:00:00,2024-07-25 14:14:54,Richmond,Fitzroy,Subscriber,4.44,Standard,15.8,4.2,14.9,Thursday,Weekday,7
3092,2024-12-17 21:00:00,2024-12-17 21:30:36,CBD Central,St Kilda,Subscriber,10.23,Standard,19.3,2.7,30.6,Tuesday,Weekday,12
3093,2024-06-27 04:00:00,2024-06-27 04:18:06,Southbank,St Kilda,Subscriber,5.04,Standard,17.2,0.3,18.1,Thursday,Weekday,6
3094,2024-11-29 05:00:00,2024-11-29 05:12:00,Docklands,Docklands,Subscriber,2.8,Standard,15.7,0.2,12.0,Friday,Weekday,11
3095,2024-07-18 00:00:00,2024-07-18 00:17:00,Fitzroy,Carlton,Casual,3.79,Standard,19.9,0.4,17.0,Thursday,Weekday,7
3096,2024-02-04 08:00:00,2024-02-04 08:02:48,St Kilda,Carlton,Subscriber,0.98,Electric,23.4,0.3,2.8,Sunday,Weekend,2
3097,2024-06-08 16:00:00,2024-06-08 16:17:00,St Kilda,CBD Central,Casual,4.91,Electric,14.4,0.9,17.0,Saturday,Weekend,6
3098,2024-08-14 21:00:00,2024-08-14 21:03:00,St Kilda,Carlton,Casual,0.98,Electric,12.1,3.4,3.0,Wednesday,Weekday,8
3099,2024-02-27 12:00:00,2024-02-27 12:02:30,Docklands,CBD Central,Casual,0.71,Electric,14.6,0.7,2.5,Tuesday,Weekday,2
3100,2024-09-29 06:00:00,2024-09-29 06:03:06,Carlton,Richmond,Subscriber,1.16,Electric,12.2,2.3,3.1,Sunday,Weekend,9
3101,2024-05-11 12:00:00,2024-05-11 12:13:24,Docklands,Fitzroy,Subscriber,3.89,Standard,16.4,1.6,13.4,Saturday,Weekend,5
3102,2024-06-28 11:00:00,2024-06-28 11:09:24,St Kilda,Docklands,Casual,3.89,Standard,30.0,4.4,9.4,Friday,Weekday,6
3103,2024-08-22 18:00:00,2024-08-22 18:21:42,Richmond,Docklands,Casual,4.93,Electric,16.0,3.3,21.7,Thursday,Weekday,8
3104,2024-12-23 07:00:00,2024-12-23 07:04:18,Fitzroy,Fitzroy,Casual,0.86,Electric,11.4,2.2,4.3,Monday,Weekday,12
3105,2024-08-30 02:00:00,2024-08-30 02:17:42,Southbank,St Kilda,Casual,4.6,Standard,15.3,6.1,17.7,Friday,Weekday,8
3106,2024-12-21 13:00:00,2024-12-21 13:30:18,Southbank,Southbank,Subscriber,12.01,Electric,27.4,0.1,30.3,Saturday,Weekend,12
3107,2024-09-04 06:00:00,2024-09-04 06:07:30,Docklands,Southbank,Subscriber,2.83,Standard,16.3,1.1,7.5,Wednesday,Weekday,9
3108,2024-05-09 13:00:00,2024-05-09 13:14:00,St Kilda,Carlton,Subscriber,3.21,Electric,13.1,2.8,14.0,Thursday,Weekday,5
3109,2024-06-19 02:00:00,2024-06-19 02:05:42,CBD Central,St Kilda,Subscriber,1.8,Electric,7.6,3.2,5.7,Wednesday,Weekday,6
3110,2024-05-15 00:00:00,2024-05-15 00:23:54,Richmond,CBD Central,Subscriber,7.49,Electric,16.0,0.3,23.9,Wednesday,Weekday,5
3111,2024-09-08 04:00:00,2024-09-08 04:20:12,Docklands,Richmond,Casual,4.85,Electric,9.3,1.4,20.2,Sunday,Weekend,9
3112,2024-03-18 01:00:00,2024-03-18 01:16:36,St Kilda,Docklands,Casual,3.75,Electric,19.3,1.5,16.6,Monday,Weekday,3
3113,2024-12-20 01:00:00,2024-12-20 01:15:18,Carlton,Carlton,Casual,4.04,Standard,15.5,6.2,15.3,Friday,Weekday,12
3114,2024-04-24 13:00:00,2024-04-24 13:14:42,Southbank,Fitzroy,Subscriber,5.36,Electric,5.4,2.8,14.7,Wednesday,Weekday,4
3115,2024-10-05 08:00:00,2024-10-05 08:20:00,Southbank,St Kilda,Subscriber,4.3,Standard,28.0,3.7,20.0,Saturday,Weekend,10
3116,2024-01-09 13:00:00,2024-01-09 13:05:12,Richmond,Docklands,Casual,1.46,Electric,30.8,0.7,5.2,Tuesday,Weekday,1
3117,2024-11-02 08:00:00,2024-11-02 08:09:24,Southbank,CBD Central,Subscriber,2.71,Electric,19.5,0.0,9.4,Saturday,Weekend,11
3118,2024-07-10 07:00:00,2024-07-10 07:14:36,CBD Central,CBD Central,Subscriber,5.88,Electric,27.2,0.7,14.6,Wednesday,Weekday,7
3119,2024-05-23 18:00:00,2024-05-23 18:07:30,St Kilda,Southbank,Subscriber,1.83,Electric,19.4,2.6,7.5,Thursday,Weekday,5
3120,2024-10-27 14:00:00,2024-10-27 14:08:06,St Kilda,Carlton,Subscriber,1.39,Electric,6.3,4.5,8.1,Sunday,Weekend,10
3121,2024-06-07 19:00:00,2024-06-07 19:07:48,Richmond,Fitzroy,Subscriber,2.65,Standard,16.5,1.3,7.8,Friday,Weekday,6
3122,2024-08-02 05:00:00,2024-08-02 05:02:06,St Kilda,Docklands,Casual,0.76,Electric,14.2,5.5,2.1,Friday,Weekday,8
3123,2024-12-20 05:00:00,2024-12-20 05:23:00,Richmond,Richmond,Casual,7.86,Electric,9.0,3.3,23.0,Friday,Weekday,12
3124,2024-04-22 20:00:00,2024-04-22 20:13:42,St Kilda,CBD Central,Casual,4.68,Electric,18.0,3.5,13.7,Monday,Weekday,4
3125,2024-03-23 23:00:00,2024-03-23 23:02:54,CBD Central,Docklands,Subscriber,0.83,Standard,13.5,3.4,2.9,Saturday,Weekend,3
3126,2024-12-18 15:00:00,2024-12-18 15:44:12,Fitzroy,Fitzroy,Casual,7.57,Electric,19.1,0.7,44.2,Wednesday,Weekday,12
3127,2024-05-16 09:00:00,2024-05-16 09:13:48,Docklands,Docklands,Casual,4.83,Electric,22.4,1.2,13.8,Thursday,Weekday,5
3128,2024-07-08 02:00:00,2024-07-08 02:06:12,Docklands,Carlton,Casual,2.48,Electric,28.2,2.9,6.2,Monday,Weekday,7
3129,2024-12-29 00:00:00,2024-12-29 00:11:36,St Kilda,Southbank,Casual,2.39,Standard,17.8,1.0,11.6,Sunday,Weekend,12
3130,2024-06-04 02:00:00,2024-06-04 02:39:00,Carlton,Docklands,Casual,7.16,Electric,11.3,2.0,39.0,Tuesday,Weekday,6
3131,2024-05-27 23:00:00,2024-05-27 23:18:00,Southbank,St Kilda,Subscriber,4.19,Electric,14.8,0.2,18.0,Monday,Weekday,5
3132,2024-04-28 00:00:00,2024-04-28 00:08:54,CBD Central,Southbank,Casual,3.38,Electric,15.5,3.0,8.9,Sunday,Weekend,4
3133,2024-08-24 15:00:00,2024-08-24 15:20:48,Carlton,Fitzroy,Subscriber,4.02,Standard,31.8,1.2,20.8,Saturday,Weekend,8
3134,2024-10-01 03:00:00,2024-10-01 03:09:36,Carlton,Southbank,Subscriber,3.32,Electric,17.4,0.7,9.6,Tuesday,Weekday,10
3135,2024-01-07 08:00:00,2024-01-07 08:18:36,St Kilda,Docklands,Casual,3.39,Electric,21.1,0.2,18.6,Sunday,Weekend,1
3136,2024-08-27 18:00:00,2024-08-27 18:22:54,CBD Central,Docklands,Subscriber,4.0,Electric,24.5,0.2,22.9,Tuesday,Weekday,8
3137,2024-04-26 16:00:00,2024-04-26 16:09:24,Docklands,St Kilda,Subscriber,3.66,Electric,26.3,1.1,9.4,Friday,Weekday,4
3138,2024-08-09 06:00:00,2024-08-09 06:02:48,Southbank,CBD Central,Casual,0.99,Electric,19.2,2.3,2.8,Friday,Weekday,8
3139,2024-04-18 18:00:00,2024-04-18 18:19:48,Docklands,St Kilda,Casual,6.27,Electric,15.9,0.3,19.8,Thursday,Weekday,4
3140,2024-02-16 00:00:00,2024-02-16 00:37:48,Carlton,Docklands,Subscriber,7.93,Electric,15.1,1.4,37.8,Friday,Weekday,2
3141,2024-11-02 17:00:00,2024-11-02 17:14:54,Southbank,Richmond,Casual,3.52,Electric,10.3,3.9,14.9,Saturday,Weekend,11
3142,2024-06-23 23:00:00,2024-06-23 23:38:54,Fitzroy,Southbank,Subscriber,6.96,Standard,23.3,1.3,38.9,Sunday,Weekend,6
3143,2024-06-09 14:00:00,2024-06-09 14:16:18,Carlton,St Kilda,Subscriber,5.34,Standard,34.4,1.2,16.3,Sunday,Weekend,6
3144,2024-10-29 15:00:00,2024-10-29 15:09:24,Docklands,St Kilda,Subscriber,3.19,Standard,26.1,1.4,9.4,Tuesday,Weekday,10
